position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
253938	0.154179	0.000000
256859	0.154528	0.000450
259772	0.154530	0.000900
260970	0.154697	0.001086
261033	0.154888	0.001095
266034	0.347963	0.001870
266544	1.256622	0.002047
266888	1.333840	0.002480
267039	1.542843	0.002681
267213	2.171166	0.002950
267614	1.108918	0.003820
269380	0.711702	0.005779
276245	1.791471	0.010664
277717	2.004476	0.013301
277776	3.133699	0.013420
279645	4.135431	0.019277
280299	4.235347	0.021981
281360	6.164471	0.026475
287129	6.113884	0.062038
288246	6.135026	0.068867
288320	6.136509	0.069321
292082	8.817796	0.092406
292583	9.059132	0.096824
292901	9.062522	0.099705
292940	9.072171	0.100058
293346	9.668248	0.103742
293671	9.667740	0.106884
293828	9.689680	0.108402
293913	9.702478	0.109225
293934	9.722288	0.109429
294212	10.116202	0.112132
294457	11.344276	0.114610
294526	11.266034	0.115393
295131	11.266034	0.122209
295295	9.941979	0.124057
296458	6.792988	0.135619
301619	3.625604	0.170678
301639	1.626386	0.170750
301668	0.394452	0.170798
304499	0.394835	0.171914
304526	0.394972	0.171925
311037	0.435683	0.174497
311825	0.470315	0.174840
316040	0.440963	0.176822
319822	0.286325	0.178490
327182	0.272242	0.180597
327323	0.262711	0.180636
327683	0.256532	0.180730
327821	0.257003	0.180766
327998	0.253078	0.180811
328855	0.251834	0.181028
330263	0.253443	0.181383
331028	0.255561	0.181576
334474	0.291745	0.182457
334673	0.293046	0.182515
335055	0.438013	0.182627
335946	0.357945	0.183017
340700	0.615748	0.184719
344053	0.615948	0.186784
348743	0.614085	0.189672
349160	0.613739	0.189929
352341	0.612330	0.191881
354248	0.781071	0.193049
358990	2.491049	0.196752
362283	2.769234	0.204955
363127	5.350521	0.207293
364695	10.096924	0.215682
366451	10.228040	0.233413
366680	10.399406	0.235755
367089	11.561807	0.240008
367178	11.561807	0.241037
367313	17.195028	0.242598
372661	17.202900	0.334557
372775	17.202900	0.336518
373897	17.206286	0.355820
376382	7.388682	0.398577
376585	4.721485	0.400077
379003	4.764750	0.411494
383057	8.573564	0.430810
384644	8.577890	0.444416
384724	8.579274	0.445103
384812	8.581590	0.445858
387791	8.582095	0.471422
388413	8.581649	0.476760
389397	8.580927	0.485205
389805	8.564287	0.488706
389873	8.553290	0.489288
390206	8.553899	0.492136
390341	8.135199	0.493291
390627	4.926920	0.495618
391296	3.440202	0.498914
391569	3.045261	0.499853
391794	2.235299	0.500538
393044	2.178615	0.503332
396948	3.423037	0.511837
397111	3.491948	0.512395
397531	10.092467	0.513862
397896	12.838056	0.517546
401714	14.115863	0.566562
402491	14.691555	0.577530
405929	14.656031	0.628039
406370	9.024615	0.634502
409977	7.541335	0.667054
411849	3.348713	0.681172
412730	3.236714	0.684122
415294	3.225904	0.692421
416231	3.245613	0.695443
416449	2.819039	0.696151
416834	3.833343	0.697236
416963	4.096770	0.697731
417014	4.101984	0.697940
417262	4.468779	0.698957
417396	6.619097	0.699556
417556	8.453210	0.700615
417714	9.112016	0.701950
417737	9.827521	0.702160
418178	9.888810	0.706494
418436	9.886459	0.709045
418507	9.881004	0.709747
418556	9.876199	0.710231
418624	9.876199	0.710903
418769	9.867500	0.712335
418786	9.857626	0.712503
419075	9.849276	0.715352
419204	9.849276	0.716622
419407	9.824821	0.718622
419471	9.800253	0.719250
419498	9.768539	0.719515
419531	9.762374	0.719837
420755	8.004613	0.731787
422238	1.962728	0.743657
425559	1.196617	0.750176
428608	0.983514	0.753824
431029	1.425222	0.756205
431187	1.848451	0.756430
436690	1.944900	0.766602
438357	2.110277	0.769844
438584	2.194038	0.770324
438916	2.200716	0.771052
439393	2.200923	0.772102
440478	2.190107	0.774490
441195	2.171768	0.776060
441243	2.156108	0.776164
446887	2.153382	0.788333
448041	2.151170	0.790818
450282	2.149898	0.795639
450515	2.148343	0.796140
453750	2.143440	0.803090
454430	2.145992	0.804547
454955	2.136696	0.805674
455285	2.112802	0.806379
464612	2.106907	0.826085
472149	2.588658	0.841965
478964	2.784661	0.859607
482160	2.816486	0.868507
482221	2.829490	0.868678
482984	8.541636	0.870837
484650	8.567906	0.885068
485177	8.566324	0.889583
491433	2.827500	0.943174
494057	2.765704	0.950593
495722	2.765678	0.955198
499978	2.780841	0.966969
501900	2.812141	0.972314
507450	2.802537	0.987921
507731	2.801607	0.988708
508626	2.789682	0.991216
509158	2.787540	0.992700
509569	2.793366	0.993846
509717	2.807980	0.994259
509897	2.825488	0.994765
511453	2.820671	0.999161
514858	8.150133	1.008765
523110	8.141699	1.076020
525105	7.984023	1.092263
525739	7.827749	1.097325
529004	4.348571	1.122882
533872	0.592227	1.144051
536610	0.588963	1.145673
536878	0.587567	1.145831
538160	0.607298	1.146584
538487	0.592824	1.146783
538531	0.584841	1.146809
538687	0.585324	1.146900
538740	0.583546	1.146931
538930	1.203905	1.147042
538974	1.203729	1.147095
538994	2.910650	1.147119
539174	2.920491	1.147643
539222	2.935850	1.147783
539250	2.955443	1.147865
539266	2.974653	1.147912
539593	3.071477	1.148885
539730	3.143959	1.149306
539817	3.187372	1.149579
539871	3.246008	1.149752
541217	3.250024	1.154121
541260	3.252086	1.154260
541685	3.254864	1.155643
541917	3.255992	1.156398
542009	3.258741	1.156697
542233	3.258741	1.157427
542395	3.379574	1.157955
542473	3.587557	1.158219
542494	3.825098	1.158294
542672	4.977245	1.158975
542674	6.196634	1.158985
543359	6.287951	1.163230
544140	9.028154	1.168140
544277	9.140050	1.169377
544315	9.192581	1.169725
549595	9.190221	1.218261
549678	9.188409	1.219024
551374	9.188409	1.234608
552231	9.187277	1.242482
552650	8.723778	1.246332
552689	7.690088	1.246672
554919	9.549983	1.263821
556112	10.017873	1.275214
556632	10.060649	1.280423
556692	10.091276	1.281027
558714	10.134125	1.301431
562292	10.134113	1.337691
562530	10.137072	1.340103
572317	6.232614	1.439315
572628	2.049603	1.441253
575083	1.045008	1.446285
577321	1.096450	1.448624
579100	3.131251	1.450574
581633	3.339546	1.458506
581815	3.524948	1.459113
582775	4.067697	1.462497
588305	3.971699	1.484992
588860	3.876927	1.487196
593889	7.878784	1.506693
594599	10.918811	1.512287
605985	12.469655	1.636609
607984	12.473915	1.661536
610729	12.475718	1.695776
614967	3.992335	1.748649
618159	0.584727	1.761392
624090	0.585505	1.764860
624502	1.682457	1.765101
629303	1.953272	1.773179
629438	2.895395	1.773442
634095	4.397701	1.786926
638853	4.625117	1.807851
642955	4.624821	1.826823
647039	4.616983	1.845711
647251	4.614360	1.846689
651343	4.468430	1.865571
651852	3.905042	1.867846
655608	3.001318	1.882513
657666	2.970608	1.888690
660913	2.969810	1.898335
661080	2.969851	1.898831
663929	2.970770	1.907292
665186	2.969658	1.911027
666926	2.968467	1.916194
667118	2.969677	1.916764
669458	2.967552	1.923713
670525	3.086538	1.926879
670606	3.353514	1.927129
670828	5.742665	1.927874
674443	5.736849	1.948634
675106	5.166535	1.952437
675513	5.120120	1.954540
682010	3.951442	1.987805
683221	3.701177	1.992590
685380	3.693446	2.000581
685481	3.690783	2.000954
687835	3.714864	2.009642
690548	3.763034	2.019721
691909	3.867143	2.024842
697514	3.991802	2.046518
699532	4.012276	2.054573
704538	4.011951	2.074659
710050	4.038457	2.096772
715780	4.043292	2.119913
717664	4.042968	2.127530
723205	4.043450	2.149932
725939	4.050636	2.160987
726098	3.932381	2.161631
726200	4.013478	2.162032
726482	3.873063	2.163164
728236	3.842080	2.169958
730030	3.074001	2.176850
730052	2.871535	2.176918
730235	2.809625	2.177443
730297	2.525903	2.177618
731055	2.484500	2.179532
732880	2.524225	2.184066
734851	5.493132	2.189042
737123	5.770818	2.201522
741758	5.343334	2.228270
743221	2.765737	2.236087
743589	2.765889	2.237105
744004	2.582095	2.238253
744501	2.500428	2.239536
745344	2.500015	2.241644
746206	2.499890	2.243799
747150	2.499476	2.246159
750173	2.717269	2.253715
750184	3.002976	2.253745
750583	3.462873	2.254943
751060	3.462966	2.256595
751553	3.520468	2.258302
752878	3.703353	2.262966
753715	3.779606	2.266066
753950	4.087832	2.266954
753962	4.436791	2.267003
753990	4.915423	2.267128
754018	5.337629	2.267265
756179	6.870102	2.278800
756709	6.876129	2.282441
756985	11.450155	2.284339
757412	15.417000	2.289228
757606	15.445840	2.292219
757641	15.456358	2.292760
760809	15.458182	2.341725
763508	15.458182	2.383447
763952	15.407233	2.390310
764046	15.407233	2.391759
764389	15.296545	2.397043
765374	15.072112	2.412110
765568	14.920987	2.415034
766103	14.707100	2.423017
766369	14.703355	2.426929
773437	14.604030	2.530853
776648	14.408407	2.577746
782854	10.077013	2.667165
784824	10.116653	2.687016
789890	10.120724	2.738267
792621	10.120724	2.765907
797079	5.340280	2.811025
799342	5.079044	2.823110
799770	5.017313	2.825284
801381	5.012307	2.833367
801820	5.010321	2.835567
802209	5.004758	2.837516
802244	5.002404	2.837692
803086	5.002061	2.841904
803697	5.002325	2.844960
803945	4.971326	2.846200
804013	4.972159	2.846539
804079	4.972778	2.846867
806673	4.976411	2.859766
806977	5.149946	2.861279
812801	5.373845	2.891272
817708	1.111024	2.917642
819997	1.115063	2.920185
820095	1.117899	2.920294
823550	1.119539	2.924156
827655	1.999504	2.928752
829568	3.914074	2.932577
830621	4.909696	2.936699
830854	11.626882	2.937843
834154	11.195567	2.976211
836766	5.312585	3.005454
840776	5.486971	3.026758
840984	5.694903	3.027899
844020	7.035504	3.045189
846041	7.053600	3.059407
846716	7.051207	3.064169
850023	7.043435	3.087487
850199	7.041626	3.088727
859214	5.329234	3.152207
862912	4.837191	3.171914
863038	4.356997	3.172524
863220	4.193767	3.173317
864120	4.192723	3.177091
865374	4.128018	3.182349
865406	4.354105	3.182481
865818	3.129603	3.184275
865835	1.871409	3.184328
866018	1.340600	3.184670
868115	0.996490	3.187482
869037	0.651928	3.188400
869061	0.412703	3.188416
871135	0.348437	3.189272
876604	0.373111	3.191178
877437	0.424214	3.191488
880602	0.426071	3.192831
881161	0.427205	3.193069
881413	0.428910	3.193177
884782	0.429076	3.194622
885818	0.428682	3.195066
887128	0.430899	3.195628
889821	0.431260	3.196788
889898	0.431528	3.196822
890844	6.304705	3.197230
896499	6.391796	3.232883
897571	6.393046	3.239735
899978	6.379634	3.255123
904139	6.379779	3.281669
906633	6.345657	3.297580
907673	6.329130	3.304179
910742	6.319879	3.323603
923744	6.339513	3.405775
927971	6.382202	3.432572
931523	3.428517	3.455241
938708	2.506618	3.479875
939673	2.275359	3.482294
939697	2.046900	3.482349
941603	1.410737	3.486250
942660	0.935099	3.487741
945013	0.998439	3.489941
945089	1.061873	3.490017
945710	2.920446	3.490677
946163	1.400075	3.492000
948532	1.900169	3.495317
948629	2.236281	3.495501
949122	2.692456	3.496603
950380	2.844684	3.499990
950560	2.865874	3.500502
950694	2.865974	3.500886
952866	3.788289	3.507111
954678	3.916128	3.513976
954701	4.040928	3.514066
955110	3.990295	3.515719
955552	3.883126	3.517482
955577	3.735660	3.517579
957385	3.505807	3.524333
957447	2.560089	3.524551
958495	1.898857	3.527234
960187	1.464789	3.530447
960266	1.225388	3.530562
960277	1.198412	3.530576
960445	1.138786	3.530777
960701	1.073557	3.531069
961054	0.905289	3.531448
962108	0.890756	3.532402
962161	0.879169	3.532449
964434	0.877219	3.534447
966693	3.242851	3.536429
976024	4.925070	3.566688
984578	0.987495	3.608817
987051	1.399686	3.611259
987571	1.378918	3.611987
988136	1.370741	3.612766
988165	1.358797	3.612806
988175	1.350528	3.612819
988261	1.317358	3.612936
988336	1.415634	3.613034
989730	1.411106	3.615008
990281	1.409385	3.615785
992903	1.411074	3.619481
998126	6.239627	3.626851
1002847	5.885541	3.656308
1003172	1.827495	3.658221
1006768	1.552033	3.664793
1008504	1.495465	3.667487
1008683	1.457331	3.667755
1012611	1.281820	3.673479
1014398	1.284429	3.675770
1014712	1.292981	3.676173
1018318	1.307308	3.680835
1019105	1.355295	3.681864
1020083	1.436756	3.683190
1026477	1.465190	3.692376
1031212	1.837903	3.699314
1032596	2.483014	3.701858
1036552	2.780928	3.711680
1038222	2.766728	3.716325
1038445	11.121385	3.716942
1038925	10.950085	3.722280
1039410	10.860040	3.727591
1039471	10.770145	3.728253
1040046	10.743672	3.734446
1041164	3.266306	3.746457
1041352	1.837593	3.747071
1042809	1.173784	3.749749
1043748	0.708083	3.750851
1044712	0.654935	3.751534
1045173	0.634568	3.751835
1046520	0.634820	3.752690
1051214	0.634488	3.755670
1053299	0.644369	3.756993
1053524	0.671585	3.757138
1053677	0.654554	3.757241
1054060	0.616968	3.757491
1056065	0.610469	3.758728
1056492	0.605955	3.758989
1056563	0.599432	3.759032
1056837	0.599486	3.759196
1057137	0.595771	3.759376
1057863	0.595672	3.759809
1059004	0.601751	3.760488
1065563	0.672844	3.764435
1065945	0.776966	3.764692
1070991	0.944671	3.768613
1073073	0.986278	3.770580
1074000	1.024230	3.771494
1075979	1.086288	3.773521
1076063	1.152147	3.773612
1080189	1.917585	3.778366
1080311	1.947601	3.778600
1081120	2.299934	3.780176
1082342	2.351541	3.782986
1083491	2.444816	3.785688
1086043	2.406555	3.791927
1086080	2.412391	3.792016
1088285	1.989513	3.797335
