position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
19021222	6.030216	0.000000
19021651	6.030145	0.002587
19022393	2.355175	0.007061
19030655	1.553230	0.026520
19031308	1.552978	0.027534
19034212	0.425180	0.032044
19045626	0.551526	0.036897
19046705	0.559875	0.037492
19053094	0.586310	0.041069
19058717	0.616615	0.044366
19062319	0.643563	0.046587
19073326	0.643620	0.053671
19074237	0.671701	0.054257
19153971	0.711686	0.107814
19159993	1.132193	0.112100
19163834	1.354367	0.116449
19163937	1.547314	0.116588
19164244	1.586453	0.117063
19179180	1.586449	0.140759
19199254	1.586416	0.172605
19199312	1.586363	0.172697
19199392	1.581820	0.172824
19204843	1.582610	0.181446
19210426	1.583127	0.190282
19212262	1.580950	0.193189
19213878	1.547512	0.195744
19214253	1.546133	0.196324
19215437	1.531517	0.198155
19215674	1.523623	0.198518
19216117	0.830736	0.199192
19217731	0.742290	0.200533
19219627	0.215862	0.201941
19221209	0.213066	0.202282
19222821	0.211883	0.202626
19223193	0.211841	0.202704
19227942	0.211787	0.203710
19231039	0.219110	0.204366
19234002	0.689865	0.205016
19234747	0.782923	0.205530
19235416	0.827390	0.206053
19236946	0.827977	0.207319
19240775	0.826922	0.210490
19244817	0.826942	0.213832
19253399	0.829213	0.220929
19254691	0.849629	0.222000
19254862	0.879272	0.222145
19254916	0.912457	0.222193
19255222	0.912374	0.222472
19255855	1.017146	0.223050
19256191	1.101874	0.223391
19257568	1.639066	0.224909
19259939	1.647268	0.228795
19260565	1.652942	0.229826
19260820	1.665499	0.230248
19263735	4.022097	0.235103
19264827	3.789452	0.239495
19265806	3.778576	0.243205
19267289	3.827064	0.248808
19270772	3.896566	0.262138
19271676	3.663833	0.265660
19272372	2.093536	0.268210
19273251	1.662376	0.270051
19275734	0.150773	0.274178
19276000	0.134763	0.274218
19276347	0.125502	0.274265
19276470	0.114635	0.274281
19276860	0.111538	0.274325
19278048	0.111443	0.274458
19278810	0.111430	0.274543
19280540	0.111428	0.274735
19282169	0.111453	0.274917
19283000	0.111533	0.275010
19286856	0.111565	0.275440
19287779	0.112699	0.275543
19292441	0.122118	0.276068
19292758	0.133095	0.276107
19293305	0.148857	0.276180
19294776	0.174081	0.276399
19301166	0.212936	0.277511
19301524	0.251984	0.277587
19302969	0.284664	0.277951
19303151	0.312334	0.278003
19303482	0.331293	0.278106
19303680	0.350180	0.278172
19304634	0.351497	0.278506
19306186	0.360621	0.279052
19306524	0.366148	0.279174
19307316	0.371045	0.279464
19308175	0.382153	0.279782
19308314	0.392261	0.279835
19309574	0.392353	0.280330
19310020	0.397532	0.280505
19310206	0.403286	0.280579
19311241	0.418367	0.280996
19311780	0.467065	0.281221
19312317	0.732619	0.281472
19313086	0.732737	0.282036
19314519	0.674826	0.283086
19314579	0.674962	0.283126
19315199	0.595989	0.283545
19316585	0.498943	0.284371
19317385	0.429611	0.284770
19319635	0.417742	0.285736
19319800	0.403453	0.285805
19321884	0.398728	0.286646
19328671	0.388754	0.289352
19334736	0.388444	0.291710
19336715	0.388099	0.292479
19340340	0.388046	0.293886
19340438	0.389569	0.293924
19345070	0.637168	0.295728
19345083	0.867366	0.295737
19346754	1.024810	0.297186
19348356	1.039451	0.298828
19348805	1.051437	0.299294
19349140	1.139444	0.299647
19354675	1.171764	0.305953
19355773	1.173613	0.307240
19356865	1.494917	0.308522
19358781	2.653006	0.311386
19360760	3.045221	0.316636
19372270	3.804558	0.351687
19375321	4.236416	0.363294
19379183	4.684260	0.379655
19381383	4.642979	0.389961
19383310	12.534696	0.398908
19383434	12.091339	0.400462
19384633	12.199413	0.414960
19384908	2.825943	0.418314
19384971	2.687051	0.418492
19385888	2.687015	0.420956
19392086	1.012358	0.437611
19392159	0.402674	0.437685
19395037	0.402674	0.438843
19398783	0.402674	0.440352
19401339	0.406894	0.441381
19402379	0.406894	0.441804
19413297	0.484831	0.446247
19413322	0.577230	0.446259
19413815	0.577267	0.446543
19414052	0.556966	0.446680
19414449	0.557234	0.446901
19414691	0.436655	0.447036
19417086	0.298312	0.448082
19418102	0.249622	0.448385
19421074	0.249138	0.449127
19423079	0.247864	0.449626
19426562	0.724327	0.450490
19427711	0.724292	0.451322
19428184	0.623590	0.451665
19432817	0.623561	0.454554
19435870	0.623570	0.456457
19438420	0.691485	0.458048
19438807	0.704398	0.458315
19439535	0.715483	0.458828
19440123	0.724743	0.459249
19441019	0.724336	0.459898
19441381	0.723805	0.460160
19444174	19.987804	0.462182
19447466	5.428217	0.527982
19450806	0.471836	0.546112
19450905	0.098723	0.546159
19450957	0.010252	0.546164
19451443	0.009802	0.546169
19451794	0.009746	0.546172
19451890	0.009346	0.546173
19451934	0.008907	0.546174
19452263	0.008907	0.546176
19452658	0.008904	0.546180
19453458	0.008853	0.546187
19455052	0.008853	0.546201
19455957	0.008853	0.546209
19456977	0.008853	0.546218
19457390	0.015588	0.546222
19458068	0.042427	0.546232
19458119	0.042427	0.546235
19458371	0.075496	0.546245
19460616	0.079136	0.546415
19463038	0.079211	0.546606
19463337	0.079211	0.546630
19464042	0.079494	0.546686
19464163	0.079314	0.546696
19465912	0.079891	0.546834
19465994	0.079898	0.546841
19467694	0.079886	0.546977
19468896	0.082804	0.547073
19469505	0.085365	0.547123
19470319	0.088264	0.547193
19471247	0.091142	0.547275
19472306	0.091142	0.547371
19473643	0.091142	0.547493
19474621	0.137110	0.547582
19474631	0.183120	0.547583
19474739	0.245690	0.547603
19480557	0.172551	0.549033
19480883	0.129378	0.549089
19481277	0.114815	0.549140
19481293	0.102306	0.549142
19482225	4.416543	0.549237
19482330	0.025234	0.549701
19482529	0.024491	0.549706
19482724	0.023285	0.549711
19482847	0.022296	0.549713
19482972	0.021907	0.549716
19483249	0.021448	0.549722
19484052	0.021037	0.549740
19484083	0.020679	0.549740
19484717	0.020502	0.549753
19484848	0.020163	0.549756
19484857	0.019892	0.549756
19487628	0.019793	0.549811
19490273	0.125196	0.549864
19491300	0.252545	0.549992
19492758	0.021189	0.550360
19493456	0.021129	0.550375
19494986	0.021132	0.550408
19496007	0.021305	0.550429
19496434	0.022483	0.550438
19496504	0.023668	0.550440
19496671	0.026484	0.550444
19496928	0.031973	0.550451
19497694	0.056179	0.550475
19500819	0.056361	0.550651
19503095	0.023301	0.550779
19509431	0.039558	0.550927
19512848	0.307143	0.551062
19513514	0.307138	0.551266
19513995	0.059888	0.551414
19514214	0.045076	0.551427
19515436	0.045076	0.551482
19515627	0.047557	0.551491
19515892	0.047567	0.551503
19515907	0.047567	0.551504
19515949	0.047567	0.551506
19516634	0.051584	0.551539
19516868	0.057203	0.551551
19517420	0.268034	0.551582
19517612	0.818870	0.551634
19518016	0.159937	0.551965
19518374	0.323057	0.552022
19520115	0.931486	0.552584
19520922	1.011882	0.553336
19521070	0.806292	0.553486
19521975	0.770257	0.554215
19522647	0.731395	0.554733
19523734	2.915412	0.555528
19523899	3.019448	0.556009
19523949	3.016856	0.556160
19524426	1.922159	0.557599
19524563	0.291159	0.557863
19524631	0.291159	0.557882
19526947	0.485320	0.558557
19527192	1.551022	0.558676
19527206	2.969914	0.558697
19527237	4.585197	0.558789
19527673	7.857154	0.560788
19527891	7.839277	0.562501
19529558	7.182959	0.575569
19529644	1.975455	0.576187
19530513	0.397354	0.577904
19530995	0.377294	0.578095
19531484	0.371888	0.578280
19532527	0.374823	0.578668
19533776	0.391236	0.579136
19534265	0.386751	0.579327
19534395	0.403273	0.579377
19534703	0.420274	0.579502
19534795	0.419136	0.579540
19535379	0.447749	0.579785
19536632	0.795704	0.580346
19538452	1.134314	0.581794
19538886	0.855647	0.582287
19539455	0.692572	0.582773
19541688	0.507376	0.584320
19541910	0.441401	0.584433
19542317	0.426247	0.584612
19542549	0.424745	0.584711
19543122	0.419910	0.584955
19543915	0.412816	0.585288
19545991	0.178717	0.586145
19547504	0.176355	0.586415
19548384	0.199307	0.586570
19548826	0.269547	0.586658
19548869	0.337807	0.586670
19548895	0.445331	0.586679
19548953	0.593955	0.586704
19549142	0.593955	0.586817
19549527	0.586086	0.587045
19549969	0.583779	0.587304
19550775	0.582814	0.587775
19550830	0.582559	0.587807
19550924	0.582175	0.587862
19551913	0.643644	0.588438
19552473	1.598700	0.588798
19553045	1.600996	0.589712
19553115	0.641184	0.589824
19553176	0.644104	0.589864
19553295	0.632353	0.589940
19553619	1.495086	0.590145
19554071	0.055597	0.590821
19554250	0.034515	0.590831
19555491	0.034878	0.590874
19555558	0.035014	0.590876
19555594	0.035014	0.590877
19556060	0.123981	0.590894
19556106	0.288189	0.590899
19556212	0.507737	0.590930
19557010	0.043112	0.591335
19557292	0.043236	0.591347
19559105	0.043854	0.591426
19560202	0.050115	0.591474
19560756	0.053711	0.591501
19561173	0.095396	0.591524
19564689	0.075350	0.591859
19564715	0.111970	0.591861
19569428	0.103143	0.592389
19570371	0.098663	0.592486
19570582	0.095641	0.592507
19571629	0.372968	0.592607
19571844	0.501766	0.592687
19573146	0.492216	0.593341
19573677	0.415682	0.593602
19574705	0.006434	0.594029
19576380	0.006422	0.594040
19577201	0.279097	0.594045
19579294	0.010246	0.594630
19580972	0.034142	0.594647
19581048	0.063097	0.594649
19581775	0.165011	0.594695
19581842	0.267707	0.594706
19582896	0.163469	0.594988
19583663	0.075821	0.595114
19583795	0.055234	0.595124
19584385	0.139818	0.595156
19584477	0.572939	0.595169
19584816	0.572945	0.595363
19585867	0.099867	0.595966
19585954	0.083783	0.595974
19586168	0.444247	0.595992
19586194	1.865302	0.596004
19586519	15.029848	0.596610
19586569	0.064480	0.597362
19586754	0.064350	0.597373
19586900	0.067734	0.597383
19587418	0.067736	0.597418
19587466	0.067736	0.597421
19587620	0.067734	0.597432
19587740	0.067748	0.597440
19587885	0.067762	0.597450
19588659	0.079794	0.597502
19589565	0.079799	0.597574
19590336	0.263189	0.597636
19590418	1.709584	0.597657
19590781	2.698944	0.598278
19590984	2.754518	0.598826
19591297	2.432137	0.599688
19591386	2.020142	0.599904
19591944	1.986746	0.601032
19591981	1.957300	0.601105
19592334	1.931745	0.601796
19592387	1.878259	0.601899
19592526	1.724799	0.602160
19592831	0.105895	0.602686
19593396	0.676584	0.602746
19594024	0.023248	0.603170
19594660	0.022777	0.603185
19594994	0.023496	0.603193
19595161	0.521799	0.603197
19595391	1.349175	0.603317
19595414	2.176689	0.603348
19595677	0.026877	0.603920
19596215	0.025429	0.603935
19596245	0.024686	0.603935
19596332	0.031160	0.603938
19596386	2.846960	0.603939
19596555	0.016991	0.604420
19596767	2.650600	0.604424
19596976	2.305292	0.604978
19596992	0.018135	0.605015
19597279	0.016234	0.605020
19597309	0.015672	0.605021
19597477	0.015513	0.605023
19597801	0.015513	0.605028
19597873	0.015513	0.605029
19597979	0.015513	0.605031
19598030	0.015481	0.605032
19598130	0.015468	0.605033
19599044	0.023290	0.605047
19599221	0.097735	0.605052
19599396	0.365499	0.605069
19602539	0.488277	0.606217
19603277	0.487780	0.606578
19604054	0.541984	0.606957
19604485	1.081689	0.607190
19605565	0.720052	0.608359
19605797	0.623551	0.608526
19606137	0.530926	0.608738
19606982	0.063291	0.609186
19608068	0.063247	0.609255
19608264	0.091716	0.609267
19608669	0.091715	0.609305
19608771	0.388600	0.609314
19610384	0.076424	0.609941
19611008	0.130189	0.609988
19611203	0.201807	0.610014
19611654	0.235200	0.610105
19612262	0.256557	0.610248
19612351	0.256548	0.610271
19613858	0.257170	0.610657
19614283	0.257360	0.610767
19614671	0.261579	0.610866
19614913	0.262897	0.610930
19614970	0.304991	0.610945
19615082	0.365715	0.610979
19615682	0.612501	0.611198
19616180	0.637810	0.611503
19616221	1.310804	0.611530
19616886	1.374272	0.612401
19617333	1.384102	0.613016
19617769	1.386037	0.613619
19618079	1.384221	0.614049
19618304	2.091443	0.614360
19618784	1.178987	0.615364
19619389	1.023235	0.616077
19619863	0.789262	0.616562
19620625	0.657981	0.617164
19620986	0.657863	0.617401
19621073	0.609015	0.617458
19621668	0.609107	0.617821
19622143	0.602244	0.618110
19622409	0.642203	0.618270
19622626	0.797600	0.618410
19623503	0.797352	0.619109
19623665	0.826692	0.619238
19623713	0.867025	0.619278
19625269	0.853117	0.620627
19625340	0.838311	0.620688
19625370	0.813642	0.620713
19625633	0.808190	0.620927
19625693	0.802979	0.620975
19626534	0.837369	0.621651
19626675	0.837347	0.621769
19626818	0.850780	0.621888
19626928	0.860722	0.621982
19627059	0.863770	0.622095
19627092	0.868678	0.622123
19627489	0.886227	0.622468
19627778	6.122549	0.622724
19628140	2.034658	0.624941
19628426	2.064179	0.625523
19629007	2.103144	0.626722
19629746	1.182187	0.628276
19630156	0.704244	0.628761
19631144	0.669033	0.629457
19631157	0.632471	0.629465
19631178	0.599787	0.629479
19631280	0.569165	0.629540
19631468	0.543674	0.629647
19631591	0.526460	0.629714
19631628	0.514786	0.629733
19631801	0.514606	0.629822
19632893	0.514753	0.630384
19633107	0.561610	0.630494
19633215	0.614069	0.630555
19633566	0.694587	0.630770
19633907	0.800974	0.631007
19633920	1.164212	0.631018
19633971	9.597335	0.631077
19634077	1.116194	0.632094
19634404	1.070337	0.632459
19634605	1.036631	0.632675
19634794	1.034541	0.632870
19634817	1.034281	0.632894
19634890	1.034288	0.632970
19635339	1.031811	0.633434
19636518	1.017558	0.634651
19638465	1.437988	0.636632
19638871	2.291165	0.637216
19639078	2.272461	0.637690
19639096	2.231498	0.637731
19639293	1.570493	0.638170
19639750	1.390069	0.638888
19639814	1.380326	0.638977
19640445	1.331045	0.639848
19641229	1.303856	0.640892
19642894	1.260271	0.643063
19644372	1.266343	0.644925
19644473	1.267833	0.645053
19644672	1.263213	0.645305
19644771	1.261979	0.645431
19644927	1.346263	0.645627
19645213	1.347502	0.646012
19645456	5.526585	0.646340
19645515	6.572112	0.646666
19645637	6.852141	0.647468
19645829	7.043297	0.648783
19646002	6.927633	0.650002
19646140	6.979612	0.650958
19646283	62.105077	0.651956
19647514	14.895725	0.728407
